idempresa,flag_salesforce,provincia_principal,ciudad_principal,region
102543472,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51094789,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51337404,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102272505,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102192131,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50932164,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50931283,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50989997,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102202171,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
51011459,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51058760,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51013655,true,Edo. de México,Nicolás Romero,I24_MX          Lista #01           MXN
51389434,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51226234,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102427034,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102192399,true,Ciudad de México,Gustavo A. Madero,I24_MX          Lista #01           MXN
102393190,true,Edo. de México,Tultepec,I24_MX          Lista #01           MXN
50437243,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50995222,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
51289896,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51031286,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50681360,true,Ciudad de México,La Magdalena Contreras,I24_MX          Lista #01           MXN
51174056,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
51007268,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
580595,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102474681,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
50769582,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50898109,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
50801575,true,Ciudad de México,Azcapotzalco,I24_MX          Lista #01           MXN
50355408,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
50943591,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
102415197,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102314054,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51019449,true,Jalisco,Tlajomulco de Zúñiga,I24_MX          Lista #01           MXN
102531113,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
50439885,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
51253552,true,Ciudad de México,Xochitepec,I24_MX          Lista #01           MXN
102488056,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50620188,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
629434,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102241149,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102429406,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102536834,true,Jalisco,San Juan de los Lagos,I24_MX          Lista #02           MXN
102272964,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51401092,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102315758,true,Nuevo León,Guadalupe,I24_MX          Lista #02           MXN
51008714,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102511005,true,Nuevo León,Juárez,I24_MX          Lista #02           MXN
102542374,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
51359952,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102447814,true,Jalisco,Ocotlán,I24_MX          Lista #02           MXN
51168061,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51229998,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
102455484,true,Nuevo León,Ciénega de Flores,I24_MX          Lista #02           MXN
102544512,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
50757237,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
50858982,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102487664,true,Nuevo León,San Pedro Garza García,I24_MX          Lista #02           MXN
102485818,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102201608,true,Querétaro,El Marqués,I24_MX          Lista #02           MXN
50980150,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102451772,true,Edo. de México,Toluca,I24_MX          Lista #02           MXN
51363996,true,Jalisco,Puerto Vallarta,I24_MX          Lista #02           MXN
102542386,true,Nuevo León,Monterrey,I24_MX          Lista #02           MXN
102540267,true,Jalisco,Chapala,I24_MX          Lista #02           MXN
102488328,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
51380001,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102475801,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102545566,true,Michoacán,Morelia,I24_MX          Lista #03           MXN
582028,true,Colima,Colima,I24_MX          Lista #03           MXN
566081,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
50979900,true,Quintana Roo,Cozumel,I24_MX          Lista #03           MXN
51051848,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
102173600,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
50980030,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
51332603,true,Quintana Roo,Cancún,I24_MX          Lista #03           MXN
51313237,true,Puebla,Puebla,I24_MX          Lista #03           MXN
50675383,true,Coahuila,Torreón,I24_MX          Lista #03           MXN
102462055,true,Colima,Manzanillo,I24_MX          Lista #03           MXN
50935880,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51316457,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
102474509,true,Coahuila,Saltillo,I24_MX          Lista #03           MXN
630350,true,Hidalgo,Pachuca,I24_MX          Lista #03           MXN
50941857,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
50979948,true,Sonora,Guaymas,I24_MX          Lista #03           MXN
102200780,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
50980144,true,Tamaulipas,Ciudad Madero,I24_MX          Lista #03           MXN
50980162,true,Chihuahua,Juárez,I24_MX          Lista #03           MXN
102420981,true,Quintana Roo,Puerto Morelos,I24_MX          Lista #03           MXN
102503686,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
51055236,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
51166775,true,Morelos,Xochitepec,I24_MX          Lista #03           MXN
102543500,true,Zacatecas,Guadalupe,I24_MX          Lista #03           MXN
102426715,true,Yucatán,Telchac Puerto,I24_MX          Lista #03           MXN
50811857,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
50979812,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
50979944,true,Chiapas,Tapachula,I24_MX          Lista #03           MXN
102172179,true,Puebla,Cuautlancingo,I24_MX          Lista #03           MXN
102424143,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51189452,true,Morelos,Ayala,I24_MX          Lista #03           MXN
51090551,true,Sinaloa,Culiacán,I24_MX          Lista #03           MXN
102535868,true,Chiapas,Tuxtla Gutiérrez,I24_MX          Lista #03           MXN
102533132,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
50979918,true,Baja California Sur,La Paz,I24_MX          Lista #03           MXN
50979962,true,Baja California Norte,Mexicali,I24_MX          Lista #03           MXN
50980010,true,Baja California Norte,Playas de Rosarito,I24_MX          Lista #03           MXN
50979820,true,Tabasco,Centro,I24_MX          Lista #03           MXN
102490230,true,Tamaulipas,Altamira,I24_MX          Lista #03           MXN
50954842,true,Morelos,Puente de Ixtla,I24_MX          Lista #03           MXN
50979936,true,Tamaulipas,Altamira,I24_MX          Lista #03           MXN
563708,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
574285,true,Nayarit,Bahía de Banderas,I24_MX          Lista #03           MXN
102541044,true,Morelos,Cuernavaca,I24_MX          Lista #03           MXN
102542222,true,Aguascalientes,Jesús María,I24_MX          Lista #03           MXN
50878782,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
102543464,true,Quintana Roo,Benito Juárez,I24_MX          Lista #03           MXN
102537447,true,Quintana Roo,Cancún,I24_MX          Lista #03           MXN
50980186,true,Sinaloa,Mazatlán,I24_MX          Lista #03           MXN
50932152,true,Tamaulipas,Tampico,I24_MX          Lista #03           MXN
565435,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102548142,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50979958,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
102505371,true,Sinaloa,Mazatlán,I24_MX          Lista #03           MXN
102489326,true,Quintana Roo,Tulum,I24_MX          Lista #03           MXN
51007262,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
102398502,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
102468666,true,Yucatán,Ecatepec de Morelos,I24_MX          Lista #03           MXN
51122100,true,Baja California Norte,Mexicali,I24_MX          Lista #03           MXN
102420155,true,Puebla,Puebla,I24_MX          Lista #03           MXN
102410002,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
50846811,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
51127133,true,Puebla,Puebla,I24_MX          Lista #03           MXN
51081194,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
50980178,true,Tabasco,Centro,I24_MX          Lista #03           MXN
50692470,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
51238408,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
50980014,true,Guanajuato,Guanajuato,I24_MX          Lista #04           MXN
50979912,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
102548937,true,Guanajuato,León,I24_MX          Lista #04           MXN
102499658,true,Guanajuato,Celaya,I24_MX          Lista #04           MXN
50979904,true,Guanajuato,Salamanca,I24_MX          Lista #04           MXN
50708349,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102193655,true,Edo. de México,Valle de Bravo,I24_MX          Lista #01           MXN
51224445,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102202179,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102497491,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50945614,true,Ciudad de México,Iztapalapa,I24_MX          Lista #01           MXN
51018883,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102491452,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51205346,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102537437,true,Nuevo León,Santa Catarina,I24_MX          Lista #02           MXN
50977636,true,Querétaro,Querétaro,I24_MX          Lista #02           MXN
102500448,true,Yucatán,Mérida,I24_MX          Lista #03           MXN
51373880,true,Puebla,San Andrés Cholula,I24_MX          Lista #03           MXN
600881,true,Aguascalientes,Aguascalientes,I24_MX          Lista #03           MXN
51022839,true,Baja California Norte,Tijuana,I24_MX          Lista #03           MXN
50919498,true,Veracruz,Xalapa,I24_MX          Lista #03           MXN
51206916,true,Guerrero,Acapulco de Juárez,I24_MX          Lista #03           MXN
578162,true,Chihuahua,Chihuahua,I24_MX          Lista #03           MXN
50703254,true,Guanajuato,León,I24_MX          Lista #04           MXN
51079854,true,Edo. de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
102571158,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50843240,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51098922,true,Ciudad de México,Tlalpan,I24_MX          Lista #01           MXN
51147232,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102478261,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102500356,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
102545866,true,Ciudad de México,Iztacalco,I24_MX          Lista #01           MXN
102394450,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102230066,true,Jalisco,Guadalajara,I24_MX          Lista #01           MXN
51106230,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50574058,true,Edo. de México,Huixquilucan,I24_MX          Lista #01           MXN
50963430,true,Edo. de México,Atizapán de Zaragoza,I24_MX          Lista #01           MXN
102495340,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
102491906,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
102492714,true,Ciudad de México,Naucalpan de Juárez,I24_MX          Lista #01           MXN
50551846,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
102228932,true,Ciudad de México,Coyoacán,I24_MX          Lista #01           MXN
50626875,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50899061,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102555002,true,Edo. de México,Nicolás Romero,I24_MX          Lista #01           MXN
102173402,true,Edo. de México,Cuernavaca,I24_MX          Lista #01           MXN
51004415,true,Ciudad de México,Cuajimalpa de Morelos,I24_MX          Lista #01           MXN
50843494,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102453590,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
50452381,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51018315,true,Ciudad de México,Alvaro Obregón,I24_MX          Lista #01           MXN
51274161,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102242825,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
51127791,true,Ciudad de México,Benito Juárez,I24_MX          Lista #01           MXN
51022905,true,Edo. de México,Ecatepec de Morelos,I24_MX          Lista #01           MXN
102169796,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
102530299,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
102432976,true,Jalisco,Zapopan,I24_MX          Lista #01           MXN
50794709,true,Ciudad de México,Cuauhtémoc,I24_MX          Lista #01           MXN
50624186,true,Ciudad de México,Miguel Hidalgo,I24_MX          Lista #01           MXN
